datetime,open,high,low,close,volume
2023-01-02 09:15:00,18131.6992,18199.3008,18087.5508,18182.3496,0.0
2023-01-02 13:15:00,18182.25,18215.0996,18123.1992,18208.9492,0.0
2023-01-03 09:15:00,18163.1992,18240.4004,18149.9492,18184.5508,0.0
2023-01-03 13:15:00,18185.25,18251.8496,18183.5996,18234.3008,0.0
2023-01-04 09:15:00,18230.6504,18241.1992,18038.0,18078.9492,0.0
2023-01-04 13:15:00,18078.5996,18131.4004,18022.5996,18036.8496,0.0
2023-01-05 09:15:00,18101.9492,18119.0508,17931.5996,17949.1504,0.0
2023-01-05 13:15:00,17950.8008,18007.9004,17892.5996,17999.8008,0.0
2023-01-06 09:15:00,18008.0508,18046.5996,17824.8008,17830.4004,0.0
2023-01-06 13:15:00,17831.6992,17881.0996,17796.1504,17863.5,0.0
2023-01-09 09:15:00,17952.5508,18141.0,17936.6992,18075.3496,0.0
2023-01-09 13:15:00,18074.9004,18115.6992,17997.4004,18088.75,0.0
2023-01-10 09:15:00,18121.3008,18127.5996,17878.9492,17890.25,0.0
2023-01-10 13:15:00,17891.25,17928.9004,17857.25,17925.3496,0.0
2023-01-11 09:15:00,17924.25,17975.4004,17825.3496,17914.3496,0.0
2023-01-11 13:15:00,17913.4492,17939.6992,17865.0,17888.4004,0.0
2023-01-12 09:15:00,17920.8496,17944.8008,17780.6992,17825.8496,0.0
2023-01-12 13:15:00,17824.1504,17869.25,17762.25,17866.0,0.0
2023-01-13 09:15:00,17867.5,17965.0508,17774.5508,17965.0508,0.0
2023-01-13 13:15:00,17964.3496,17998.9492,17934.5508,17950.5,0.0
2023-01-16 09:15:00,18033.1504,18049.6504,17880.1992,17920.5996,0.0
2023-01-16 13:15:00,17920.8008,17944.3008,17854.1504,17891.6992,0.0
2023-01-17 09:15:00,17922.8008,18029.8496,17888.1992,17947.25,0.0
2023-01-17 13:15:00,17948.0,18070.5,17926.6992,18056.8008,0.0
2023-01-18 09:15:00,18074.3008,18177.0996,18032.5996,18146.3008,0.0
2023-01-18 13:15:00,18146.25,18183.1992,18136.8008,18163.8008,0.0
2023-01-19 09:15:00,18119.8008,18155.0996,18064.3008,18117.1504,0.0
2023-01-19 13:15:00,18117.3008,18138.1992,18084.9492,18089.0508,0.0
2023-01-20 09:15:00,18115.5996,18144.6504,18069.4492,18095.5,0.0
2023-01-20 13:15:00,18096.4004,18105.9492,18017.4492,18027.3008,0.0
2023-01-23 09:15:00,18118.4492,18161.6992,18064.75,18087.4492,0.0
2023-01-23 13:15:00,18087.4492,18136.3496,18086.25,18104.9492,0.0
2023-01-24 09:15:00,18183.9492,18200.75,18115.0,18131.9004,0.0
2023-01-24 13:15:00,18132.5996,18138.9004,18079.1504,18101.1504,0.0
2023-01-25 09:15:00,18093.3496,18100.5996,17846.5996,17910.25,0.0
2023-01-25 13:15:00,17909.1992,17946.8496,17871.25,17910.0508,0.0
2023-01-27 09:15:00,17877.1992,17884.75,17531.6504,17578.6504,0.0
2023-01-27 13:15:00,17578.4492,17633.8008,17494.1992,17607.9004,0.0
2023-01-30 09:15:00,17541.9492,17708.5,17446.25,17461.75,0.0
2023-01-30 13:15:00,17459.5508,17675.1992,17406.3008,17667.25,0.0
2023-01-31 09:15:00,17731.4492,17735.6992,17539.0,17645.8008,0.0
2023-01-31 13:15:00,17646.5508,17698.3008,17603.1992,17682.5508,0.0
2023-02-01 09:15:00,17811.5996,17971.5,17732.1504,17915.5508,0.0
2023-02-01 13:15:00,17915.5,17926.3496,17353.8008,17605.4004,0.0
2023-02-02 09:15:00,17517.0996,17653.5,17448.0,17553.25,0.0
2023-02-02 13:15:00,17553.8496,17633.0996,17491.0,17604.8496,0.0
2023-02-03 09:15:00,17721.75,17725.5,17584.3496,17707.3008,0.0
2023-02-03 13:15:00,17707.1504,17869.8496,17683.6504,17830.8008,0.0
2023-02-06 09:15:00,17818.5508,17820.75,17698.9004,17721.75,0.0
2023-02-06 13:15:00,17721.3008,17784.8496,17717.0,17762.0,0.0
2023-02-07 09:15:00,17790.0996,17810.8496,17654.3008,17654.6504,0.0
2023-02-07 13:15:00,17654.5996,17778.5996,17652.5996,17720.4004,0.0
2023-02-08 09:15:00,17750.3008,17880.4004,17745.3008,17851.8008,0.0
2023-02-08 13:15:00,17852.0996,17898.5508,17845.0,17862.5,0.0
2023-02-09 09:15:00,17885.5,17887.75,17780.5,17831.25,0.0
2023-02-09 13:15:00,17831.4492,17915.5508,17824.4492,17897.0996,0.0
2023-02-10 09:15:00,17847.5508,17876.9492,17801.1504,17822.6992,0.0
2023-02-10 13:15:00,17822.8496,17865.1504,17815.0996,17843.3496,0.0
2023-02-13 09:15:00,17859.0996,17879.8008,17720.25,17769.3496,0.0
2023-02-13 13:15:00,17769.0,17802.8008,17754.0508,17764.5508,0.0
2023-02-14 09:15:00,17840.3496,17925.1504,17800.4492,17916.5996,0.0
2023-02-14 13:15:00,17916.1504,17954.4492,17895.6504,17921.8496,0.0
2023-02-15 09:15:00,17896.5996,17959.0,17853.9004,17923.8008,0.0
2023-02-15 13:15:00,17923.6992,18033.8008,17905.0508,18023.1992,0.0
2023-02-16 09:15:00,18094.75,18134.0,18052.75,18083.9004,0.0
2023-02-16 13:15:00,18083.25,18100.75,18001.0508,18015.25,0.0
2023-02-17 09:15:00,17974.8496,18033.6992,17912.8496,17921.0508,0.0
2023-02-17 13:15:00,17920.75,17953.3496,17885.9492,17942.5996,0.0
2023-02-20 09:15:00,17965.5508,18003.9492,17883.5508,17903.5,0.0
