datetime,open,high,low,close,volume
2023-01-02,18131.7,18215.15,18086.5,18197.45,256073979.0
2023-01-03,18163.2,18251.95,18149.8,18232.55,208699772.0
2023-01-04,18230.65,18243.0,18020.6,18042.95,235162202.0
2023-01-05,18101.95,18120.3,17892.6,17992.15,269949738.0
2023-01-06,18008.05,18047.4,17795.55,17859.45,238220578.0
2023-01-09,17952.55,18141.4,17936.15,18101.2,257237669.0
2023-01-10,18121.3,18127.6,17856.0,17914.15,283277918.0
2023-01-11,17924.25,17976.35,17824.35,17895.7,259853294.0
2023-01-12,17920.85,17945.8,17761.65,17858.2,227769060.0
2023-01-13,17867.5,17999.35,17774.25,17956.6,256700729.0
2023-01-16,18033.15,18049.65,17853.65,17894.85,206195816.0
2023-01-17,17922.8,18072.05,17886.95,18053.3,219055125.0
2023-01-18,18074.3,18183.75,18032.45,18165.35,255840928.0
2023-01-19,18119.8,18155.2,18063.75,18107.85,237833991.0
2023-01-20,18115.6,18145.45,18016.2,18027.65,237225269.0
2023-01-23,18118.45,18162.6,18063.45,18118.55,202460434.0
2023-01-24,18183.95,18201.25,18078.65,18118.3,216910302.0
2023-01-25,18093.35,18100.6,17846.15,17891.95,257227052.0
2023-01-27,17877.2,17884.75,17493.55,17604.35,476342611.0
2023-01-30,17541.95,17709.15,17405.55,17648.95,432434028.0
2023-01-31,17731.45,17735.7,17537.55,17662.15,398338541.0
2023-02-01,17811.6,17972.2,17353.4,17616.3,512870802.0
2023-02-02,17517.1,17653.9,17445.95,17610.4,490113567.0
2023-02-03,17721.75,17870.3,17584.2,17854.05,424123037.0
2023-02-06,17818.55,17823.7,17698.35,17764.6,282544790.0
2023-02-07,17790.1,17811.15,17652.55,17721.5,354395693.0
2023-02-08,17750.3,17898.7,17744.15,17871.7,290994265.0
2023-02-09,17885.5,17916.9,17779.8,17893.45,260854055.0
2023-02-10,17847.55,17876.95,17801.0,17856.5,231991834.0
2023-02-13,17859.1,17880.7,17719.75,17770.9,231276483.0
2023-02-14,17840.35,17954.55,17800.05,17929.85,244512944.0
2023-02-15,17896.6,18034.1,17853.8,18015.85,229273800.0
2023-02-16,18094.75,18134.75,18000.65,18035.85,230246175.0
2023-02-17,17974.85,18034.25,17884.6,17944.2,208053929.0
2023-02-20,17965.55,18004.35,17818.4,17844.6,174563233.0
2023-02-21,17905.8,17924.9,17800.3,17826.7,198248205.0
2023-02-22,17755.35,17772.5,17529.45,17554.3,204021979.0
2023-02-23,17574.65,17620.05,17455.4,17511.25,240807918.0
2023-02-24,17591.35,17599.75,17421.8,17465.8,209406363.0
2023-02-27,17428.6,17451.6,17299.0,17392.7,246448847.0
2023-02-28,17383.25,17440.45,17255.2,17303.95,420881259.0
2023-03-01,17360.1,17467.75,17345.25,17450.9,272881409.0
2023-03-02,17421.5,17445.8,17306.0,17321.9,310669094.0
2023-03-03,17451.25,17644.75,17427.7,17594.35,356169518.0
2023-03-06,17680.35,17799.95,17671.95,17711.45,362801096.0
2023-03-08,17665.75,17766.5,17602.25,17754.4,267041402.0
2023-03-09,17772.05,17772.35,17573.6,17589.6,262352056.0
2023-03-10,17443.8,17451.5,17324.35,17412.9,235927570.0
2023-03-13,17421.9,17529.9,17113.45,17154.3,254914657.0
2023-03-14,17160.55,17224.65,16987.1,17043.3,290604200.0
2023-03-15,17166.45,17211.35,16938.9,16972.15,248188970.0
2023-03-16,16994.65,17062.45,16850.15,16985.6,349820607.0
2023-03-17,17111.8,17145.8,16958.15,17100.05,408121255.0
2023-03-20,17066.6,17066.6,16828.35,16988.4,241777405.0
2023-03-21,17060.4,17127.7,17016.0,17107.5,246737873.0
2023-03-22,17177.45,17207.25,17107.85,17151.9,185700457.0
2023-03-23,17097.4,17205.4,17045.3,17076.9,219171517.0
2023-03-24,17076.2,17109.45,16917.35,16945.05,228038299.0
2023-03-27,16984.3,17091.0,16918.55,16985.7,218418670.0
2023-03-28,17031.75,17061.75,16913.75,16951.7,238840919.0
2023-03-29,16977.3,17126.15,16940.6,17080.7,345911087.0
2023-04-03,17427.95,17428.05,17312.75,17398.05,230170687.0
2023-04-05,17422.3,17570.55,17402.7,17557.05,248345193.0
2023-04-06,17533.85,17638.7,17502.85,17599.15,242708337.0
2023-04-10,17634.9,17694.1,17597.95,17624.05,254819382.0
2023-04-11,17704.8,17748.75,17655.15,17722.3,304263454.0
2023-04-12,17759.55,17825.75,17717.25,17812.4,232816318.0
2023-04-13,17807.3,17842.15,17729.65,17828.0,285764798.0
2023-04-17,17863.0,17863.0,17574.05,17706.85,357401212.0
2023-04-18,17766.6,17766.6,17610.2,17660.15,258856690.0
2023-04-19,17653.35,17666.15,17579.85,17618.75,281463379.0
2023-04-20,17638.6,17684.45,17584.35,17624.45,215103396.0
2023-04-21,17639.75,17663.2,17553.95,17624.05,230156645.0
2023-04-24,17707.55,17754.5,17612.5,17743.4,255740393.0
2023-04-25,17761.55,17807.45,17716.85,17769.25,297445999.0
2023-04-26,17767.3,17827.75,17711.2,17813.6,233008677.0
2023-04-27,17813.1,17931.6,17797.9,17915.05,241434660.0
2023-04-28,17950.4,18089.15,17885.3,18065.0,290263674.0
2023-05-02,18124.8,18180.25,18101.75,18147.65,265216308.0
2023-05-03,18113.8,18116.35,18042.4,18089.85,226171254.0
2023-05-04,18081.0,18267.45,18066.7,18255.8,226643581.0
2023-05-05,18117.3,18216.95,18055.45,18069.0,239702311.0
2023-05-08,18120.6,18286.95,18100.3,18264.4,228399379.0
2023-05-09,18303.4,18344.2,18229.65,18265.95,245368649.0
2023-05-10,18313.6,18326.75,18211.95,18315.1,220450874.0
2023-05-11,18357.8,18389.7,18270.4,18297.0,248932544.0
2023-05-12,18273.75,18342.75,18194.55,18314.8,241702589.0
2023-05-15,18339.3,18458.9,18287.9,18398.85,216088535.0
